"count","count.1","day.part","holiday","hour","humidity","is.daylight","is.working.hour","month","season","temp","weather","windspeed","workingday","year","diff"
32,4,"morning","0","05",89,"1","0","07","3",26.24,"1",7.0015,"1","2011",0
118,32,"morning","0","06",89,"1","0","07","3",26.24,"2",8.9981,"1","2011",28
292,118,"morning","0","07",89,"1","0","07","3",27.06,"2",7.0015,"1","2011",86
443,292,"morning","0","08",79,"1","0","07","3",28.7,"2",12.998,"1","2011",174
179,443,"morning","0","09",70,"1","1","07","3",30.34,"1",11.0014,"1","2011",151
101,179,"morning","0","10",62,"1","1","07","3",31.98,"1",0,"1","2011",-264
142,101,"morning","0","11",52,"1","1","07","3",33.62,"1",8.9981,"1","2011",-78
171,142,"midday","0","12",41,"1","1","07","3",34.44,"1",0,"1","2011",41
155,171,"midday","0","13",41,"1","1","07","3",35.26,"1",0,"1","2011",29
160,155,"midday","0","14",41,"1","1","07","3",35.26,"1",16.9979,"1","2011",-16
166,160,"midday","0","15",41,"1","1","07","3",35.26,"1",16.9979,"1","2011",5
265,166,"afternoon","0","16",39,"1","1","07","3",35.26,"1",15.0013,"1","2011",6
569,265,"afternoon","0","17",36,"1","0","07","3",35.26,"1",16.9979,"1","2011",99
562,569,"afternoon","0","18",44,"1","0","07","3",34.44,"1",19.9995,"1","2011",304
365,562,"afternoon","0","19",52,"1","0","07","3",33.62,"1",19.0012,"1","2011",-7
285,365,"night","0","20",58,"1","0","07","3",31.16,"1",23.9994,"1","2011",-197
209,285,"night","0","21",62,"0","0","07","3",30.34,"1",11.0014,"1","2011",-80
182,209,"night","0","22",62,"0","0","07","3",30.34,"1",11.0014,"1","2011",-76
129,182,"night","0","23",66,"0","0","07","3",29.52,"1",0,"1","2011",-27
47,129,"night","0","00",66,"0","0","07","3",30.34,"1",7.0015,"1","2011",-53
34,47,"night","0","01",79,"0","0","07","3",29.52,"1",0,"1","2011",-82
22,34,"night","0","02",74,"0","0","07","3",28.7,"2",11.0014,"1","2011",-13
6,22,"night","0","03",79,"0","0","07","3",27.88,"1",7.0015,"1","2011",-12
11,6,"night","0","04",79,"0","0","07","3",28.7,"1",16.9979,"1","2011",-16
27,11,"morning","0","05",79,"1","0","07","3",27.88,"1",16.9979,"1","2011",5
102,27,"morning","0","06",74,"1","0","07","3",28.7,"1",7.0015,"1","2011",16
332,102,"morning","0","07",79,"1","0","07","3",28.7,"2",12.998,"1","2011",75
457,332,"morning","0","08",74,"1","0","07","3",29.52,"2",16.9979,"1","2011",230
241,457,"morning","0","09",70,"1","1","07","3",31.16,"2",19.9995,"1","2011",125
138,241,"morning","0","10",70,"1","1","07","3",30.34,"2",23.9994,"1","2011",-216
165,138,"morning","0","11",74,"1","1","07","3",30.34,"2",16.9979,"1","2011",-103
213,165,"midday","0","12",70,"1","1","07","3",31.16,"2",19.0012,"1","2011",27
229,213,"midday","0","13",66,"1","1","07","3",31.98,"2",19.0012,"1","2011",48
216,229,"midday","0","14",63,"1","1","07","3",32.8,"2",23.9994,"1","2011",16
141,216,"midday","0","15",63,"1","1","07","3",32.8,"2",23.9994,"1","2011",-13
132,141,"afternoon","0","16",83,"1","1","07","3",27.88,"3",30.0026,"1","2011",-75
167,132,"afternoon","0","17",89,"1","0","07","3",27.06,"3",30.0026,"1","2011",-9
316,167,"afternoon","0","18",83,"1","0","07","3",27.06,"1",6.0032,"1","2011",35
270,316,"afternoon","0","19",83,"1","0","07","3",27.06,"1",6.0032,"1","2011",149
250,270,"night","0","20",83,"1","0","07","3",27.06,"1",11.0014,"1","2011",-46
204,250,"night","0","21",83,"0","0","07","3",27.06,"2",16.9979,"1","2011",-20
169,204,"night","0","22",78,"0","0","07","3",27.06,"2",12.998,"1","2011",-46
151,169,"night","0","23",78,"0","0","07","3",27.06,"2",6.0032,"1","2011",-35
121,151,"night","0","00",83,"0","0","07","3",27.06,"2",8.9981,"0","2011",-18
53,121,"night","0","01",89,"0","0","07","3",26.24,"2",7.0015,"0","2011",-30
55,53,"night","0","02",89,"0","0","07","3",26.24,"1",11.0014,"0","2011",-68
30,55,"night","0","03",89,"0","0","07","3",26.24,"1",8.9981,"0","2011",2
6,30,"night","0","04",83,"0","0","07","3",26.24,"1",15.0013,"0","2011",-25
15,6,"morning","0","05",88,"1","0","07","3",25.42,"2",11.0014,"0","2011",-24
38,15,"morning","0","06",83,"1","0","07","3",26.24,"2",12.998,"0","2011",9
71,38,"morning","0","07",78,"1","0","07","3",27.06,"1",12.998,"0","2011",23
182,71,"morning","0","08",70,"1","0","07","3",28.7,"1",16.9979,"0","2011",33
247,182,"morning","0","09",58,"1","0","07","3",30.34,"1",19.0012,"0","2011",111
264,247,"morning","0","10",52,"1","0","07","3",31.16,"1",11.0014,"0","2011",65
290,264,"morning","0","11",46,"1","0","07","3",31.98,"1",19.9995,"0","2011",17
366,290,"midday","0","12",46,"1","0","07","3",32.8,"1",16.9979,"0","2011",26
416,366,"midday","0","13",41,"1","0","07","3",33.62,"1",15.0013,"0","2011",76
373,416,"midday","0","14",36,"1","0","07","3",34.44,"1",8.9981,"0","2011",50
402,373,"midday","0","15",34,"1","0","07","3",34.44,"1",6.0032,"0","2011",-43
416,402,"afternoon","0","16",38,"1","0","07","3",33.62,"1",0,"0","2011",29
401,416,"afternoon","0","17",32,"1","0","07","3",34.44,"1",0,"0","2011",14
378,401,"afternoon","0","18",36,"1","0","07","3",33.62,"1",7.0015,"0","2011",-15
306,378,"afternoon","0","19",55,"1","0","07","3",31.16,"1",11.0014,"0","2011",-23
314,306,"night","0","20",58,"1","0","07","3",31.16,"1",15.0013,"0","2011",-72
238,314,"night","0","21",58,"0","0","07","3",30.34,"1",11.0014,"0","2011",8
214,238,"night","0","22",62,"0","0","07","3",29.52,"1",11.0014,"0","2011",-76
140,214,"night","0","23",58,"0","0","07","3",29.52,"1",12.998,"0","2011",-24
154,140,"night","0","00",61,"0","0","07","3",28.7,"1",11.0014,"0","2011",-74
113,154,"night","0","01",61,"0","0","07","3",28.7,"1",8.9981,"0","2011",14
96,113,"night","0","02",69,"0","0","07","3",27.88,"1",6.0032,"0","2011",-41
25,96,"night","0","03",74,"0","0","07","3",27.06,"1",6.0032,"0","2011",-17
5,25,"night","0","04",69,"0","0","07","3",27.06,"1",6.0032,"0","2011",-71
17,5,"morning","0","05",74,"1","0","07","3",27.06,"1",0,"0","2011",-20
25,17,"morning","0","06",78,"1","0","07","3",26.24,"1",6.0032,"0","2011",12
65,25,"morning","0","07",70,"1","0","07","3",28.7,"1",6.0032,"0","2011",8
92,65,"morning","0","08",66,"1","0","07","3",29.52,"1",0,"0","2011",40
169,92,"morning","0","09",66,"1","0","07","3",30.34,"1",6.0032,"0","2011",27
268,169,"morning","0","10",55,"1","0","07","3",31.16,"1",8.9981,"0","2011",77
287,268,"morning","0","11",55,"1","0","07","3",31.98,"1",12.998,"0","2011",99
377,287,"midday","0","12",46,"1","0","07","3",33.62,"1",19.0012,"0","2011",19
367,377,"midday","0","13",46,"1","0","07","3",32.8,"1",19.9995,"0","2011",90
349,367,"midday","0","14",41,"1","0","07","3",33.62,"1",22.0028,"0","2011",-10
361,349,"midday","0","15",39,"1","0","07","3",34.44,"1",19.0012,"0","2011",-18
372,361,"afternoon","0","16",41,"1","0","07","3",34.44,"1",19.0012,"0","2011",12
363,372,"afternoon","0","17",36,"1","0","07","3",34.44,"1",15.0013,"0","2011",11
363,363,"afternoon","0","18",43,"1","0","07","3",33.62,"1",19.0012,"0","2011",-9
303,363,"afternoon","0","19",49,"1","0","07","3",32.8,"1",22.0028,"0","2011",0
268,303,"night","0","20",55,"1","0","07","3",31.16,"1",12.998,"0","2011",-60
227,268,"night","0","21",62,"0","0","07","3",30.34,"1",16.9979,"0","2011",-35
143,227,"night","0","22",66,"0","0","07","3",30.34,"1",15.0013,"0","2011",-41
72,143,"night","0","23",66,"0","0","07","3",29.52,"1",16.9979,"0","2011",-84
35,72,"night","0","00",65,"0","0","07","3",28.7,"1",12.998,"1","2011",-71
10,35,"night","0","01",61,"0","0","07","3",28.7,"1",19.0012,"1","2011",-37
12,10,"night","0","02",61,"0","0","07","3",28.7,"1",15.0013,"1","2011",-25
10,12,"night","0","03",65,"0","0","07","3",27.88,"1",11.0014,"1","2011",2
4,10,"night","0","04",74,"0","0","07","3",27.06,"1",15.0013,"1","2011",-2
26,4,"morning","0","05",74,"1","0","07","3",27.06,"1",8.9981,"1","2011",-6
121,26,"morning","0","06",74,"1","0","07","3",27.88,"1",12.998,"1","2011",22
317,121,"morning","0","07",74,"1","0","07","3",28.7,"1",16.9979,"1","2011",95
420,317,"morning","0","08",66,"1","0","07","3",30.34,"1",19.0012,"1","2011",196
208,420,"morning","0","09",59,"1","1","07","3",31.98,"1",19.9995,"1","2011",103
117,208,"morning","0","10",55,"1","1","07","3",32.8,"1",23.9994,"1","2011",-212
128,117,"morning","0","11",56,"1","1","07","3",33.62,"1",19.9995,"1","2011",-91
148,128,"midday","0","12",53,"1","1","07","3",34.44,"1",19.0012,"1","2011",11
141,148,"midday","0","13",50,"1","1","07","3",35.26,"1",16.9979,"1","2011",20
134,141,"midday","0","14",53,"1","1","07","3",35.26,"1",19.0012,"1","2011",-7
146,134,"midday","0","15",56,"1","1","07","3",35.26,"1",27.9993,"1","2011",-7
239,146,"afternoon","0","16",56,"1","1","07","3",35.26,"1",26.0027,"1","2011",12
514,239,"afternoon","0","17",56,"1","0","07","3",35.26,"1",27.9993,"1","2011",93
472,514,"afternoon","0","18",53,"1","0","07","3",35.26,"1",26.0027,"1","2011",275
373,472,"afternoon","0","19",59,"1","0","07","3",34.44,"1",22.0028,"1","2011",-42
236,373,"night","0","20",74,"1","0","07","3",29.52,"1",27.9993,"1","2011",-99
130,236,"night","0","21",79,"0","0","07","3",28.7,"1",27.9993,"1","2011",-137
90,130,"night","0","22",74,"0","0","07","3",29.52,"1",8.9981,"1","2011",-106
55,90,"night","0","23",79,"0","0","07","3",28.7,"1",8.9981,"1","2011",-40
22,55,"night","0","00",79,"0","0","07","3",28.7,"1",8.9981,"1","2011",-35
14,22,"night","0","01",79,"0","0","07","3",28.7,"1",6.0032,"1","2011",-33
9,14,"night","0","02",79,"0","0","07","3",28.7,"1",7.0015,"1","2011",-8
8,9,"night","0","03",79,"0","0","07","3",28.7,"2",0,"1","2011",-5
6,8,"night","0","04",79,"0","0","07","3",28.7,"1",11.0014,"1","2011",-1
25,6,"morning","0","05",79,"1","0","07","3",28.7,"1",6.0032,"1","2011",-2
115,25,"morning","0","06",58,"1","0","07","3",30.34,"1",15.0013,"1","2011",19
330,115,"morning","0","07",55,"1","0","07","3",31.16,"1",12.998,"1","2011",90
417,330,"morning","0","08",58,"1","0","07","3",31.16,"1",15.0013,"1","2011",215
176,417,"morning","0","09",55,"1","1","07","3",31.98,"1",32.9975,"1","2011",87
123,176,"morning","0","10",52,"1","1","07","3",33.62,"1",11.0014,"1","2011",-241
125,123,"morning","0","11",52,"1","1","07","3",33.62,"1",11.0014,"1","2011",-53
163,125,"midday","0","12",44,"1","1","07","3",35.26,"1",19.9995,"1","2011",2
136,163,"midday","0","13",47,"1","1","07","3",35.26,"1",15.0013,"1","2011",38
124,136,"midday","0","14",42,"1","1","07","3",36.9,"1",19.9995,"1","2011",-27
148,124,"midday","0","15",42,"1","1","07","3",36.9,"1",23.9994,"1","2011",-12
202,148,"afternoon","0","16",44,"1","1","07","3",35.26,"1",19.0012,"1","2011",24
428,202,"afternoon","0","17",44,"1","0","07","3",36.08,"1",19.0012,"1","2011",54
511,428,"afternoon","0","18",47,"1","0","07","3",35.26,"1",19.9995,"1","2011",226
337,511,"afternoon","0","19",44,"1","0","07","3",34.44,"1",19.0012,"1","2011",83
308,337,"night","0","20",43,"1","0","07","3",33.62,"1",12.998,"1","2011",-174
258,308,"night","0","21",43,"0","0","07","3",33.62,"1",7.0015,"1","2011",-29
194,258,"night","0","22",46,"0","0","07","3",32.8,"1",8.9981,"1","2011",-50
79,194,"night","0","23",52,"0","0","07","3",31.98,"1",0,"1","2011",-64
46,79,"night","0","00",62,"0","0","07","3",31.16,"1",0,"1","2011",-115
12,46,"night","0","01",55,"0","0","07","3",31.16,"1",0,"1","2011",-33
5,12,"night","0","02",55,"0","0","07","3",31.16,"1",0,"1","2011",-34
4,5,"night","0","03",58,"0","0","07","3",30.34,"1",12.998,"1","2011",-7
5,4,"night","0","04",58,"0","0","07","3",30.34,"1",16.9979,"1","2011",-1
26,5,"morning","0","05",58,"1","0","07","3",30.34,"1",12.998,"1","2011",1
121,26,"morning","0","06",58,"1","0","07","3",30.34,"1",11.0014,"1","2011",21
313,121,"morning","0","07",55,"1","0","07","3",31.16,"1",16.9979,"1","2011",95
449,313,"morning","0","08",49,"1","0","07","3",32.8,"1",16.9979,"1","2011",192
186,449,"morning","0","09",41,"1","1","07","3",33.62,"1",12.998,"1","2011",136
113,186,"morning","0","10",46,"1","1","07","3",33.62,"1",12.998,"1","2011",-263
165,113,"morning","0","11",39,"1","1","07","3",34.44,"1",11.0014,"1","2011",-73
174,165,"midday","0","12",41,"1","1","07","3",34.44,"1",19.0012,"1","2011",52
158,174,"midday","0","13",46,"1","1","07","3",33.62,"3",8.9981,"1","2011",9
116,158,"midday","0","14",46,"1","1","07","3",33.62,"3",8.9981,"1","2011",-16
46,116,"midday","0","15",94,"1","1","07","3",26.24,"3",8.9981,"1","2011",-42
141,46,"afternoon","0","16",89,"1","1","07","3",27.06,"2",0,"1","2011",-70
488,141,"afternoon","0","17",79,"1","0","07","3",28.7,"1",0,"1","2011",95
463,488,"afternoon","0","18",79,"1","0","07","3",29.52,"1",8.9981,"1","2011",347
419,463,"afternoon","0","19",79,"1","0","07","3",28.7,"1",7.0015,"1","2011",-25
342,419,"night","0","20",84,"1","0","07","3",28.7,"1",11.0014,"1","2011",-44
250,342,"night","0","21",79,"0","0","07","3",28.7,"1",7.0015,"1","2011",-77
184,250,"night","0","22",83,"0","0","07","3",27.88,"1",12.998,"1","2011",-92
116,184,"night","0","23",83,"0","0","07","3",27.06,"1",16.9979,"1","2011",-66
46,116,"night","0","00",69,"0","0","07","3",27.06,"1",19.9995,"1","2011",-68
25,46,"night","0","01",61,"0","0","07","3",27.06,"1",16.9979,"1","2011",-70
10,25,"night","0","02",57,"0","0","07","3",26.24,"1",19.9995,"1","2011",-21
6,10,"night","0","03",57,"0","0","07","3",25.42,"1",19.9995,"1","2011",-15
6,6,"night","0","04",53,"0","0","07","3",25.42,"1",16.9979,"1","2011",-4
28,6,"morning","0","05",56,"1","0","07","3",24.6,"1",15.0013,"1","2011",0
130,28,"morning","0","06",60,"1","0","07","3",24.6,"1",15.0013,"1","2011",22
334,130,"morning","0","07",53,"1","0","07","3",25.42,"1",16.9979,"1","2011",102
486,334,"morning","0","08",50,"1","0","07","3",26.24,"1",23.9994,"1","2011",204
224,486,"morning","0","09",47,"1","1","07","3",27.88,"1",19.0012,"1","2011",152
127,224,"morning","0","10",42,"1","1","07","3",28.7,"1",16.9979,"1","2011",-262
148,127,"morning","0","11",37,"1","1","07","3",29.52,"1",15.0013,"1","2011",-97
223,148,"midday","0","12",35,"1","1","07","3",30.34,"1",16.9979,"1","2011",21
177,223,"midday","0","13",33,"1","1","07","3",31.16,"1",22.0028,"1","2011",75
178,177,"midday","0","14",35,"1","1","07","3",30.34,"1",19.0012,"1","2011",-46
180,178,"midday","0","15",33,"1","1","07","3",31.16,"1",19.9995,"1","2011",1
274,180,"afternoon","0","16",33,"1","1","07","3",31.16,"1",8.9981,"1","2011",2
595,274,"afternoon","0","17",37,"1","0","07","3",30.34,"1",8.9981,"1","2011",94
578,595,"afternoon","0","18",42,"1","0","07","3",29.52,"1",12.998,"1","2011",321
400,578,"afternoon","0","19",39,"1","0","07","3",29.52,"1",15.0013,"1","2011",-17
348,400,"night","0","20",42,"1","0","07","3",28.7,"1",15.0013,"1","2011",-178
261,348,"night","0","21",50,"0","0","07","3",27.06,"1",8.9981,"1","2011",-52
176,261,"night","0","22",57,"0","0","07","3",26.24,"1",6.0032,"1","2011",-87
124,176,"night","0","23",65,"0","0","07","3",26.24,"1",16.9979,"1","2011",-85
80,124,"night","0","00",73,"0","0","07","3",25.42,"1",15.0013,"1","2011",-52
20,80,"night","0","01",73,"0","0","07","3",25.42,"1",12.998,"1","2011",-44
38,20,"night","0","02",78,"0","0","07","3",24.6,"1",11.0014,"1","2011",-60
7,38,"night","0","03",73,"0","0","07","3",24.6,"1",12.998,"1","2011",18
10,7,"night","0","04",73,"0","0","07","3",24.6,"1",11.0014,"1","2011",-31
23,10,"morning","0","05",73,"1","0","07","3",24.6,"1",8.9981,"1","2011",3
120,23,"morning","0","06",73,"1","0","07","3",24.6,"2",7.0015,"1","2011",13
274,120,"morning","0","07",65,"1","0","07","3",26.24,"1",7.0015,"1","2011",97
564,274,"morning","0","08",65,"1","0","07","3",26.24,"1",16.9979,"1","2011",154
207,564,"morning","0","09",54,"1","1","07","3",27.88,"1",12.998,"1","2011",290
166,207,"morning","0","10",61,"1","1","07","3",27.06,"2",11.0014,"1","2011",-357
210,166,"morning","0","11",54,"1","1","07","3",28.7,"1",8.9981,"1","2011",-41
238,210,"midday","0","12",48,"1","1","07","3",28.7,"1",12.998,"1","2011",44
247,238,"midday","0","13",54,"1","1","07","3",28.7,"1",12.998,"1","2011",28
265,247,"midday","0","14",51,"1","1","07","3",28.7,"1",12.998,"1","2011",9
237,265,"midday","0","15",45,"1","1","07","3",29.52,"1",11.0014,"1","2011",18
361,237,"afternoon","0","16",51,"1","1","07","3",29.52,"1",12.998,"1","2011",-28
587,361,"afternoon","0","17",42,"1","0","07","3",30.34,"1",16.9979,"1","2011",124
496,587,"afternoon","0","18",45,"1","0","07","3",29.52,"1",15.0013,"1","2011",226
394,496,"afternoon","0","19",45,"1","0","07","3",28.7,"1",15.0013,"1","2011",-91
343,394,"night","0","20",51,"1","0","07","3",28.7,"1",15.0013,"1","2011",-102
261,343,"night","0","21",54,"0","0","07","3",27.06,"1",7.0015,"1","2011",-51
223,261,"night","0","22",57,"0","0","07","3",27.06,"1",15.0013,"1","2011",-82
167,223,"night","0","23",61,"0","0","07","3",26.24,"1",11.0014,"1","2011",-38
110,167,"night","0","00",65,"0","0","07","3",25.42,"1",12.998,"0","2011",-56
75,110,"night","0","01",69,"0","0","07","3",24.6,"1",7.0015,"0","2011",-57
58,75,"night","0","02",73,"0","0","07","3",24.6,"1",8.9981,"0","2011",-35
26,58,"night","0","03",78,"0","0","07","3",24.6,"1",8.9981,"0","2011",-17
16,26,"night","0","04",73,"0","0","07","3",24.6,"1",6.0032,"0","2011",-32
10,16,"morning","0","05",78,"1","0","07","3",23.78,"1",6.0032,"0","2011",-10
37,10,"morning","0","06",78,"1","0","07","3",24.6,"1",11.0014,"0","2011",-6
52,37,"morning","0","07",73,"1","0","07","3",25.42,"1",8.9981,"0","2011",27
127,52,"morning","0","08",65,"1","0","07","3",27.06,"1",11.0014,"0","2011",15
222,127,"morning","0","09",54,"1","0","07","3",28.7,"1",15.0013,"0","2011",75
322,222,"morning","0","10",54,"1","0","07","3",29.52,"1",12.998,"0","2011",95
396,322,"morning","0","11",48,"1","0","07","3",30.34,"1",15.0013,"0","2011",100
463,396,"midday","0","12",43,"1","0","07","3",31.16,"1",19.0012,"0","2011",74
497,463,"midday","0","13",45,"1","0","07","3",31.16,"1",19.9995,"0","2011",67
433,497,"midday","0","14",45,"1","0","07","3",30.34,"1",19.9995,"0","2011",34
428,433,"midday","0","15",45,"1","0","07","3",31.16,"1",22.0028,"0","2011",-64
425,428,"afternoon","0","16",45,"1","0","07","3",31.16,"1",19.0012,"0","2011",-5
475,425,"afternoon","0","17",45,"1","0","07","3",31.16,"1",15.0013,"0","2011",-3
428,475,"afternoon","0","18",45,"1","0","07","3",31.16,"1",19.0012,"0","2011",50
406,428,"afternoon","0","19",48,"1","0","07","3",30.34,"1",12.998,"0","2011",-47
296,406,"night","0","20",51,"1","0","07","3",29.52,"1",15.0013,"0","2011",-22
252,296,"night","0","21",58,"0","0","07","3",28.7,"1",15.0013,"0","2011",-110
201,252,"night","0","22",65,"0","0","07","3",28.7,"1",19.0012,"0","2011",-44
168,201,"night","0","23",61,"0","0","07","3",27.88,"1",15.0013,"0","2011",-51
125,168,"night","0","00",65,"0","0","07","3",27.06,"1",15.0013,"0","2011",-33
102,125,"night","0","01",69,"0","0","07","3",26.24,"1",12.998,"0","2011",-43
94,102,"night","0","02",69,"0","0","07","3",26.24,"1",15.0013,"0","2011",-23
47,94,"night","0","03",69,"0","0","07","3",26.24,"1",15.0013,"0","2011",-8
10,47,"night","0","04",73,"0","0","07","3",25.42,"1",11.0014,"0","2011",-47
12,10,"morning","0","05",69,"1","0","07","3",26.24,"1",15.0013,"0","2011",-37
21,12,"morning","0","06",73,"1","0","07","3",25.42,"1",11.0014,"0","2011",2
50,21,"morning","0","07",73,"1","0","07","3",26.24,"1",11.0014,"0","2011",9
118,50,"morning","0","08",65,"1","0","07","3",27.88,"1",15.0013,"0","2011",29
184,118,"morning","0","09",58,"1","0","07","3",29.52,"1",15.0013,"0","2011",68
304,184,"morning","0","10",60,"1","0","07","3",30.34,"1",15.0013,"0","2011",66
391,304,"morning","0","11",55,"1","0","07","3",31.16,"1",19.0012,"0","2011",120
420,391,"midday","0","12",55,"1","0","07","3",31.16,"1",19.0012,"0","2011",87
472,420,"midday","0","13",49,"1","0","07","3",32.8,"1",19.9995,"0","2011",29
430,472,"midday","0","14",49,"1","0","07","3",32.8,"1",23.9994,"0","2011",52
324,430,"midday","0","15",43,"1","0","07","3",33.62,"1",19.9995,"0","2011",-42
317,324,"afternoon","0","16",46,"1","0","07","3",32.8,"1",19.9995,"0","2011",-106
369,317,"afternoon","0","17",49,"1","0","07","3",32.8,"1",26.0027,"0","2011",-7
390,369,"afternoon","0","18",46,"1","0","07","3",32.8,"1",19.9995,"0","2011",52
379,390,"afternoon","0","19",55,"1","0","07","3",31.16,"1",19.0012,"0","2011",21
262,379,"night","0","20",58,"1","0","07","3",31.16,"1",16.9979,"0","2011",-11
207,262,"night","0","21",62,"0","0","07","3",30.34,"1",15.0013,"0","2011",-117
181,207,"night","0","22",66,"0","0","07","3",29.52,"1",15.0013,"0","2011",-55
93,181,"night","0","23",74,"0","0","07","3",28.7,"1",8.9981,"0","2011",-26
51,93,"night","0","00",74,"0","0","07","3",28.7,"1",8.9981,"1","2011",-88
25,51,"night","0","01",74,"0","0","07","3",28.7,"1",15.0013,"1","2011",-42
10,25,"night","0","02",83,"0","0","07","3",27.06,"1",15.0013,"1","2011",-26
7,10,"night","0","03",78,"0","0","07","3",27.06,"1",12.998,"1","2011",-15
4,7,"night","0","04",78,"0","0","07","3",26.24,"1",11.0014,"1","2011",-3
17,4,"morning","0","05",78,"1","0","07","3",26.24,"1",7.0015,"1","2011",-3
105,17,"morning","0","06",83,"1","0","07","3",26.24,"1",7.0015,"1","2011",13
277,105,"morning","0","07",74,"1","0","07","3",27.88,"1",15.0013,"1","2011",88
347,277,"morning","0","08",70,"1","0","07","3",28.7,"1",12.998,"1","2011",172
203,347,"morning","0","09",67,"1","1","07","3",30.34,"1",15.0013,"1","2011",70
130,203,"morning","0","10",62,"1","1","07","3",31.16,"1",12.998,"1","2011",-144
141,130,"morning","0","11",55,"1","1","07","3",32.8,"1",6.0032,"1","2011",-73
165,141,"midday","0","12",59,"1","1","07","3",32.8,"1",12.998,"1","2011",11
152,165,"midday","0","13",56,"1","1","07","3",33.62,"1",16.9979,"1","2011",24
138,152,"midday","0","14",56,"1","1","07","3",33.62,"1",22.0028,"1","2011",-13
164,138,"midday","0","15",53,"1","1","07","3",34.44,"1",22.0028,"1","2011",-14
265,164,"afternoon","0","16",53,"1","1","07","3",34.44,"1",19.0012,"1","2011",26
545,265,"afternoon","0","17",49,"1","0","07","3",34.44,"1",22.0028,"1","2011",101
558,545,"afternoon","0","18",49,"1","0","07","3",33.62,"1",23.9994,"1","2011",280
398,558,"afternoon","0","19",55,"1","0","07","3",32.8,"1",15.0013,"1","2011",13
323,398,"night","0","20",59,"1","0","07","3",31.98,"1",15.0013,"1","2011",-160
202,323,"night","0","21",66,"0","0","07","3",30.34,"1",12.998,"1","2011",-75
140,202,"night","0","22",66,"0","0","07","3",31.16,"1",15.0013,"1","2011",-121
91,140,"night","0","23",66,"0","0","07","3",30.34,"1",11.0014,"1","2011",-62
51,91,"night","0","00",66,"0","0","07","3",30.34,"1",7.0015,"1","2011",-49
13,51,"night","0","01",66,"0","0","07","3",30.34,"2",8.9981,"1","2011",-40
13,13,"night","0","02",70,"0","0","07","3",29.52,"1",11.0014,"1","2011",-38
3,13,"night","0","03",70,"0","0","07","3",29.52,"1",11.0014,"1","2011",0
5,3,"night","0","04",70,"0","0","07","3",29.52,"1",8.9981,"1","2011",-10
19,5,"morning","0","05",74,"1","0","07","3",28.7,"2",7.0015,"1","2011",2
134,19,"morning","0","06",74,"1","0","07","3",29.52,"2",7.0015,"1","2011",14
315,134,"morning","0","07",70,"1","0","07","3",30.34,"2",11.0014,"1","2011",115
412,315,"morning","0","08",70,"1","0","07","3",31.16,"2",11.0014,"1","2011",181
199,412,"morning","0","09",63,"1","1","07","3",32.8,"2",8.9981,"1","2011",97
141,199,"morning","0","10",56,"1","1","07","3",33.62,"2",11.0014,"1","2011",-213
127,141,"morning","0","11",59,"1","1","07","3",33.62,"1",0,"1","2011",-58
153,127,"midday","0","12",56,"1","1","07","3",34.44,"1",6.0032,"1","2011",-14
172,153,"midday","0","13",53,"1","1","07","3",35.26,"1",7.0015,"1","2011",26
152,172,"midday","0","14",50,"1","1","07","3",35.26,"1",12.998,"1","2011",19
158,152,"midday","0","15",44,"1","1","07","3",36.08,"1",12.998,"1","2011",-20
277,158,"afternoon","0","16",42,"1","1","07","3",36.9,"1",19.9995,"1","2011",6
513,277,"afternoon","0","17",66,"1","0","07","3",32.8,"1",0,"1","2011",119
530,513,"afternoon","0","18",66,"1","0","07","3",32.8,"1",8.9981,"1","2011",236
388,530,"afternoon","0","19",75,"1","0","07","3",31.16,"1",12.998,"1","2011",17
277,388,"night","0","20",74,"1","0","07","3",30.34,"1",6.0032,"1","2011",-142
241,277,"night","0","21",74,"0","0","07","3",30.34,"1",8.9981,"1","2011",-111
156,241,"night","0","22",74,"0","0","07","3",30.34,"1",0,"1","2011",-36
92,156,"night","0","23",79,"0","0","07","3",29.52,"3",11.0014,"1","2011",-85
29,NA,"night","0","00",70,"0","0","08","3",29.52,"1",15.0013,"1","2011",NA
17,29,"night","0","01",74,"0","0","08","3",29.52,"1",12.998,"1","2011",NA
11,17,"night","0","02",74,"0","0","08","3",28.7,"1",7.0015,"1","2011",-12
4,11,"night","0","03",79,"0","0","08","3",28.7,"1",11.0014,"1","2011",-6
4,4,"night","0","04",83,"0","0","08","3",27.06,"1",8.9981,"1","2011",-7
26,4,"morning","0","05",83,"0","0","08","3",27.06,"1",7.0015,"1","2011",0
100,26,"morning","0","06",83,"1","0","08","3",27.06,"1",6.0032,"1","2011",22
282,100,"morning","0","07",62,"1","0","08","3",30.34,"1",0,"1","2011",74
382,282,"morning","0","08",43,"1","0","08","3",32.8,"1",12.998,"1","2011",182
166,382,"morning","0","09",41,"1","1","08","3",33.62,"1",0,"1","2011",100
97,166,"morning","0","10",36,"1","1","08","3",35.26,"1",11.0014,"1","2011",-216
119,97,"morning","0","11",32,"1","1","08","3",36.08,"1",11.0014,"1","2011",-69
168,119,"midday","0","12",33,"1","1","08","3",36.9,"1",16.9979,"1","2011",22
150,168,"midday","0","13",31,"1","1","08","3",36.9,"1",19.9995,"1","2011",49
123,150,"midday","0","14",29,"1","1","08","3",37.72,"1",12.998,"1","2011",-18
