"year","month","day","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","hour","old.year","old.month","old.day","sunrise","sunset","day.hours","is.daylight","numeric.hour","is.working.hour","day.part"
"2011","06","20","2","0","1","1",27.06,31.06,61,7.0015,"14",2011,6,20,5,20,14.8983,"1",14,"1","midday"
"2011","06","20","2","0","1","1",27.06,31.06,61,8.9981,"15",2011,6,20,5,20,14.8983,"1",15,"1","midday"
"2011","06","20","2","0","1","1",28.7,32.575,58,11.0014,"16",2011,6,20,5,20,14.8983,"1",16,"1","afternoon"
"2011","06","20","2","0","1","1",28.7,32.575,54,0,"17",2011,6,20,5,20,14.8983,"1",17,"0","afternoon"
"2011","06","20","2","0","1","1",28.7,32.575,61,16.9979,"18",2011,6,20,5,20,14.8983,"1",18,"0","afternoon"
"2011","06","20","2","0","1","1",27.06,31.06,65,15.0013,"19",2011,6,20,5,20,14.8983,"1",19,"0","afternoon"
"2011","06","20","2","0","1","1",27.06,31.06,69,15.0013,"20",2011,6,20,5,20,14.8983,"1",20,"0","night"
"2011","06","20","2","0","1","1",26.24,30.305,73,11.0014,"21",2011,6,20,5,20,14.8983,"0",21,"0","night"
"2011","06","20","2","0","1","2",26.24,30.305,73,15.0013,"22",2011,6,20,5,20,14.8983,"0",22,"0","night"
"2011","06","20","2","0","1","1",25.42,29.545,78,16.9979,"23",2011,6,20,5,20,14.8983,"0",23,"0","night"
"2011","06","21","3","0","1","1",25.42,29.545,78,11.0014,"00",2011,6,21,5,20,14.8989,"0",0,"0","night"
"2011","06","21","3","0","1","3",25.42,29.545,78,11.0014,"01",2011,6,21,5,20,14.8989,"0",1,"0","night"
"2011","06","21","3","0","1","3",25.42,28.79,83,11.0014,"02",2011,6,21,5,20,14.8989,"0",2,"0","night"
"2011","06","21","3","0","1","3",25.42,28.79,83,11.0014,"03",2011,6,21,5,20,14.8989,"0",3,"0","night"
"2011","06","21","3","0","1","2",24.6,27.275,88,7.0015,"04",2011,6,21,5,20,14.8989,"0",4,"0","night"
"2011","06","21","3","0","1","2",24.6,27.275,88,8.9981,"05",2011,6,21,5,20,14.8989,"1",5,"0","morning"
"2011","06","21","3","0","1","2",24.6,27.275,88,8.9981,"06",2011,6,21,5,20,14.8989,"1",6,"0","morning"
"2011","06","21","3","0","1","2",24.6,25.76,94,0,"07",2011,6,21,5,20,14.8989,"1",7,"0","morning"
"2011","06","21","3","0","1","2",25.42,28.03,88,7.0015,"08",2011,6,21,5,20,14.8989,"1",8,"0","morning"
"2011","06","21","3","0","1","2",25.42,28.03,88,16.9979,"09",2011,6,21,5,20,14.8989,"1",9,"1","morning"
"2011","06","21","3","0","1","2",26.24,28.79,83,12.998,"10",2011,6,21,5,20,14.8989,"1",10,"1","morning"
"2011","06","21","3","0","1","1",27.06,30.305,83,11.0014,"11",2011,6,21,5,20,14.8989,"1",11,"1","morning"
"2011","06","21","3","0","1","1",28.7,33.335,74,11.0014,"12",2011,6,21,5,20,14.8989,"1",12,"1","midday"
"2011","06","21","3","0","1","1",30.34,34.85,66,11.0014,"13",2011,6,21,5,20,14.8989,"1",13,"1","midday"
"2011","06","21","3","0","1","1",31.16,35.605,62,15.0013,"14",2011,6,21,5,20,14.8989,"1",14,"1","midday"
"2011","06","21","3","0","1","1",31.98,37.12,59,16.9979,"15",2011,6,21,5,20,14.8989,"1",15,"1","midday"
"2011","06","21","3","0","1","1",32.8,38.635,59,15.0013,"16",2011,6,21,5,20,14.8989,"1",16,"1","afternoon"
"2011","06","21","3","0","1","1",31.98,37.88,66,15.0013,"17",2011,6,21,5,20,14.8989,"1",17,"0","afternoon"
"2011","06","21","3","0","1","2",31.16,36.365,70,16.9979,"18",2011,6,21,5,20,14.8989,"1",18,"0","afternoon"
"2011","06","21","3","0","1","2",30.34,35.605,74,15.0013,"19",2011,6,21,5,20,14.8989,"1",19,"0","afternoon"
"2011","06","21","3","0","1","3",30.34,34.85,70,15.0013,"20",2011,6,21,5,20,14.8989,"1",20,"0","night"
"2011","06","21","3","0","1","1",29.52,34.85,74,12.998,"21",2011,6,21,5,20,14.8989,"0",21,"0","night"
"2011","06","21","3","0","1","1",28.7,33.335,79,7.0015,"22",2011,6,21,5,20,14.8989,"0",22,"0","night"
"2011","06","21","3","0","1","1",28.7,33.335,74,7.0015,"23",2011,6,21,5,20,14.8989,"0",23,"0","night"
"2011","06","22","3","0","1","1",27.06,30.305,78,12.998,"00",2011,6,22,5,20,14.8983,"0",0,"0","night"
"2011","06","22","3","0","1","1",27.06,30.305,78,8.9981,"01",2011,6,22,5,20,14.8983,"0",1,"0","night"
"2011","06","22","3","0","1","1",27.06,30.305,78,0,"02",2011,6,22,5,20,14.8983,"0",2,"0","night"
"2011","06","22","3","0","1","1",27.06,30.305,78,8.9981,"03",2011,6,22,5,20,14.8983,"0",3,"0","night"
"2011","06","22","3","0","1","1",26.24,28.79,83,0,"04",2011,6,22,5,20,14.8983,"0",4,"0","night"
"2011","06","22","3","0","1","1",26.24,28.79,89,0,"05",2011,6,22,5,20,14.8983,"1",5,"0","morning"
"2011","06","22","3","0","1","1",27.06,30.305,83,0,"06",2011,6,22,5,20,14.8983,"1",6,"0","morning"
"2011","06","22","3","0","1","1",28.7,33.335,79,0,"07",2011,6,22,5,20,14.8983,"1",7,"0","morning"
"2011","06","22","3","0","1","1",29.52,34.85,74,7.0015,"08",2011,6,22,5,20,14.8983,"1",8,"0","morning"
"2011","06","22","3","0","1","1",29.52,34.85,79,11.0014,"09",2011,6,22,5,20,14.8983,"1",9,"1","morning"
"2011","06","22","3","0","1","1",30.34,34.85,70,16.9979,"10",2011,6,22,5,20,14.8983,"1",10,"1","morning"
"2011","06","22","3","0","1","1",30.34,34.85,70,11.0014,"11",2011,6,22,5,20,14.8983,"1",11,"1","morning"
"2011","06","22","3","0","1","2",32.8,38.635,59,15.0013,"12",2011,6,22,5,20,14.8983,"1",12,"1","midday"
"2011","06","22","3","0","1","2",33.62,39.395,56,16.9979,"13",2011,6,22,5,20,14.8983,"1",13,"1","midday"
"2011","06","22","3","0","1","2",33.62,38.635,52,19.0012,"14",2011,6,22,5,20,14.8983,"1",14,"1","midday"
"2011","06","22","3","0","1","2",33.62,39.395,56,19.0012,"15",2011,6,22,5,20,14.8983,"1",15,"1","midday"
"2011","06","22","3","0","1","2",33.62,40.15,59,22.0028,"16",2011,6,22,5,20,14.8983,"1",16,"1","afternoon"
"2011","06","22","3","0","1","2",32.8,37.88,55,26.0027,"17",2011,6,22,5,20,14.8983,"1",17,"0","afternoon"
"2011","06","22","3","0","1","2",32.8,38.635,59,16.9979,"18",2011,6,22,5,20,14.8983,"1",18,"0","afternoon"
"2011","06","22","3","0","1","2",32.8,37.12,52,16.9979,"19",2011,6,22,5,20,14.8983,"1",19,"0","afternoon"
"2011","06","22","3","0","1","1",30.34,35.605,74,8.9981,"20",2011,6,22,5,20,14.8983,"1",20,"0","night"
"2011","06","22","3","0","1","1",30.34,35.605,79,11.0014,"21",2011,6,22,5,20,14.8983,"0",21,"0","night"
"2011","06","22","3","0","1","2",29.52,34.85,79,12.998,"22",2011,6,22,5,20,14.8983,"0",22,"0","night"
"2011","06","22","3","0","1","2",29.52,34.85,79,15.0013,"23",2011,6,22,5,20,14.8983,"0",23,"0","night"
"2011","06","23","3","0","1","1",29.52,34.85,79,15.0013,"00",2011,6,23,5,20,14.8969,"0",0,"0","night"
"2011","06","23","3","0","1","1",29.52,34.85,74,15.0013,"01",2011,6,23,5,20,14.8969,"0",1,"0","night"
"2011","06","23","3","0","1","1",29.52,34.85,74,15.0013,"02",2011,6,23,5,20,14.8969,"0",2,"0","night"
"2011","06","23","3","0","1","2",29.52,34.85,74,11.0014,"03",2011,6,23,5,20,14.8969,"0",3,"0","night"
"2011","06","23","3","0","1","2",28.7,33.335,79,8.9981,"04",2011,6,23,5,20,14.8969,"0",4,"0","night"
"2011","06","23","3","0","1","1",29.52,34.85,74,11.0014,"05",2011,6,23,5,20,14.8969,"1",5,"0","morning"
"2011","06","23","3","0","1","1",29.52,34.85,74,11.0014,"06",2011,6,23,5,20,14.8969,"1",6,"0","morning"
"2011","06","23","3","0","1","2",29.52,34.85,74,8.9981,"07",2011,6,23,5,20,14.8969,"1",7,"0","morning"
"2011","06","23","3","0","1","2",30.34,34.85,70,12.998,"08",2011,6,23,5,20,14.8969,"1",8,"0","morning"
"2011","06","23","3","0","1","2",30.34,34.85,70,8.9981,"09",2011,6,23,5,20,14.8969,"1",9,"1","morning"
"2011","06","23","3","0","1","2",31.16,36.365,66,8.9981,"10",2011,6,23,5,20,14.8969,"1",10,"1","morning"
"2011","06","23","3","0","1","3",31.16,36.365,66,16.9979,"11",2011,6,23,5,20,14.8969,"1",11,"1","morning"
"2011","06","23","3","0","1","2",31.16,36.365,66,19.0012,"12",2011,6,23,5,20,14.8969,"1",12,"1","midday"
"2011","06","23","3","0","1","2",31.16,35.605,62,19.0012,"13",2011,6,23,5,20,14.8969,"1",13,"1","midday"
"2011","06","23","3","0","1","2",31.16,36.365,66,19.9995,"14",2011,6,23,5,20,14.8969,"1",14,"1","midday"
"2011","06","23","3","0","1","2",31.16,34.85,52,23.9994,"15",2011,6,23,5,20,14.8969,"1",15,"1","midday"
"2011","06","23","3","0","1","2",30.34,34.09,62,19.9995,"16",2011,6,23,5,20,14.8969,"1",16,"1","afternoon"
"2011","06","23","3","0","1","2",29.52,34.09,70,23.9994,"17",2011,6,23,5,20,14.8969,"1",17,"0","afternoon"
"2011","06","23","3","0","1","1",29.52,34.09,70,27.9993,"18",2011,6,23,5,20,14.8969,"1",18,"0","afternoon"
"2011","06","23","3","0","1","1",29.52,34.09,70,23.9994,"19",2011,6,23,5,20,14.8969,"1",19,"0","afternoon"
"2011","06","23","3","0","1","1",28.7,33.335,74,15.0013,"20",2011,6,23,5,20,14.8969,"1",20,"0","night"
"2011","06","23","3","0","1","1",28.7,33.335,74,12.998,"21",2011,6,23,5,20,14.8969,"0",21,"0","night"
"2011","06","23","3","0","1","2",28.7,33.335,74,15.0013,"22",2011,6,23,5,20,14.8969,"0",22,"0","night"
"2011","06","23","3","0","1","1",28.7,33.335,74,19.0012,"23",2011,6,23,5,20,14.8969,"0",23,"0","night"
"2011","06","24","3","0","1","1",27.88,31.82,79,12.998,"00",2011,6,24,5,20,14.8944,"0",0,"0","night"
"2011","06","24","3","0","1","1",27.06,30.305,83,22.0028,"01",2011,6,24,5,20,14.8944,"0",1,"0","night"
"2011","06","24","3","0","1","1",27.06,30.305,83,22.0028,"02",2011,6,24,5,20,14.8944,"0",2,"0","night"
"2011","06","24","3","0","1","1",27.06,30.305,83,11.0014,"03",2011,6,24,5,20,14.8944,"0",3,"0","night"
"2011","06","24","3","0","1","1",27.06,30.305,83,6.0032,"04",2011,6,24,5,20,14.8944,"0",4,"0","night"
"2011","06","24","3","0","1","1",26.24,28.79,89,6.0032,"05",2011,6,24,5,20,14.8944,"1",5,"0","morning"
"2011","06","24","3","0","1","1",27.06,30.305,83,8.9981,"06",2011,6,24,5,20,14.8944,"1",6,"0","morning"
"2011","06","24","3","0","1","2",27.06,30.305,83,15.0013,"07",2011,6,24,5,20,14.8944,"1",7,"0","morning"
"2011","06","24","3","0","1","1",28.7,33.335,74,15.0013,"08",2011,6,24,5,20,14.8944,"1",8,"0","morning"
"2011","06","24","3","0","1","1",30.34,34.09,62,8.9981,"09",2011,6,24,5,20,14.8944,"1",9,"1","morning"
"2011","06","24","3","0","1","1",32.8,36.365,43,19.0012,"10",2011,6,24,5,20,14.8944,"1",10,"1","morning"
"2011","06","24","3","0","1","1",32.8,35.605,38,22.0028,"11",2011,6,24,5,20,14.8944,"1",11,"1","morning"
"2011","06","24","3","0","1","1",32.8,35.605,41,19.0012,"12",2011,6,24,5,20,14.8944,"1",12,"1","midday"
"2011","06","24","3","0","1","1",32.8,35.605,36,15.0013,"13",2011,6,24,5,20,14.8944,"1",13,"1","midday"
"2011","06","24","3","0","1","1",31.98,34.85,43,19.0012,"14",2011,6,24,5,20,14.8944,"1",14,"1","midday"
"2011","06","24","3","0","1","1",33.62,36.365,34,26.0027,"15",2011,6,24,5,20,14.8944,"1",15,"1","midday"
"2011","06","24","3","0","1","1",32.8,34.85,33,27.9993,"16",2011,6,24,5,20,14.8944,"1",16,"1","afternoon"
"2011","06","24","3","0","1","1",31.16,33.335,37,16.9979,"17",2011,6,24,5,20,14.8944,"1",17,"0","afternoon"
"2011","06","24","3","0","1","1",31.16,33.335,37,19.9995,"18",2011,6,24,5,20,14.8944,"1",18,"0","afternoon"
"2011","06","24","3","0","1","1",30.34,32.575,40,15.0013,"19",2011,6,24,5,20,14.8944,"1",19,"0","afternoon"
"2011","06","24","3","0","1","1",29.52,32.575,45,11.0014,"20",2011,6,24,5,20,14.8944,"1",20,"0","night"
"2011","06","24","3","0","1","1",28.7,32.575,48,8.9981,"21",2011,6,24,5,20,14.8944,"0",21,"0","night"
"2011","06","24","3","0","1","1",28.7,32.575,48,0,"22",2011,6,24,5,20,14.8944,"0",22,"0","night"
"2011","06","24","3","0","1","1",27.88,31.82,51,8.9981,"23",2011,6,24,5,20,14.8944,"0",23,"0","night"
"2011","06","25","3","0","0","1",27.88,31.82,47,11.0014,"00",2011,6,25,5,20,14.8911,"0",0,"0","night"
"2011","06","25","3","0","0","1",27.06,31.06,50,11.0014,"01",2011,6,25,5,20,14.8911,"0",1,"0","night"
"2011","06","25","3","0","0","2",27.06,31.06,50,12.998,"02",2011,6,25,5,20,14.8911,"0",2,"0","night"
"2011","06","25","3","0","0","1",26.24,31.06,57,12.998,"03",2011,6,25,5,20,14.8911,"0",3,"0","night"
"2011","06","25","3","0","0","1",26.24,31.06,57,12.998,"04",2011,6,25,5,20,14.8911,"0",4,"0","night"
"2011","06","25","3","0","0","1",25.42,30.305,61,8.9981,"05",2011,6,25,5,20,14.8911,"1",5,"0","morning"
"2011","06","25","3","0","0","1",26.24,31.06,57,15.0013,"06",2011,6,25,5,20,14.8911,"1",6,"0","morning"
"2011","06","25","3","0","0","1",26.24,31.06,57,19.0012,"07",2011,6,25,5,20,14.8911,"1",7,"0","morning"
"2011","06","25","3","0","0","1",28.7,32.575,48,16.9979,"08",2011,6,25,5,20,14.8911,"1",8,"0","morning"
"2011","06","25","3","0","0","1",29.52,32.575,45,16.9979,"09",2011,6,25,5,20,14.8911,"1",9,"0","morning"
"2011","06","25","3","0","0","1",29.52,32.575,45,12.998,"10",2011,6,25,5,20,14.8911,"1",10,"0","morning"
"2011","06","25","3","0","0","1",30.34,33.335,42,0,"11",2011,6,25,5,20,14.8911,"1",11,"0","morning"
"2011","06","25","3","0","0","1",30.34,32.575,40,19.0012,"12",2011,6,25,5,20,14.8911,"1",12,"0","midday"
"2011","06","25","3","0","0","1",30.34,32.575,40,19.0012,"13",2011,6,25,5,20,14.8911,"1",13,"0","midday"
"2011","06","25","3","0","0","1",30.34,33.335,45,19.9995,"14",2011,6,25,5,20,14.8911,"1",14,"0","midday"
"2011","06","25","3","0","0","1",30.34,33.335,45,0,"15",2011,6,25,5,20,14.8911,"1",15,"0","midday"
"2011","06","25","3","0","0","1",31.16,34.09,43,19.9995,"16",2011,6,25,5,20,14.8911,"1",16,"0","afternoon"
"2011","06","25","3","0","0","1",30.34,33.335,42,15.0013,"17",2011,6,25,5,20,14.8911,"1",17,"0","afternoon"
"2011","06","25","3","0","0","1",29.52,32.575,45,16.9979,"18",2011,6,25,5,20,14.8911,"1",18,"0","afternoon"
"2011","06","25","3","0","0","1",29.52,33.335,48,19.0012,"19",2011,6,25,5,20,14.8911,"1",19,"0","afternoon"
"2011","06","25","3","0","0","1",28.7,32.575,48,12.998,"20",2011,6,25,5,20,14.8911,"1",20,"0","night"
"2011","06","25","3","0","0","1",27.88,31.82,51,11.0014,"21",2011,6,25,5,20,14.8911,"0",21,"0","night"
"2011","06","25","3","0","0","1",27.88,31.82,47,12.998,"22",2011,6,25,5,20,14.8911,"0",22,"0","night"
"2011","06","25","3","0","0","2",27.06,31.06,50,19.9995,"23",2011,6,25,5,20,14.8911,"0",23,"0","night"
"2011","06","26","3","0","0","1",26.24,31.06,53,0,"00",2011,6,26,5,20,14.8867,"0",0,"0","night"
"2011","06","26","3","0","0","1",26.24,31.06,53,7.0015,"01",2011,6,26,5,20,14.8867,"0",1,"0","night"
"2011","06","26","3","0","0","1",25.42,31.06,57,7.0015,"02",2011,6,26,5,20,14.8867,"0",2,"0","night"
"2011","06","26","3","0","0","1",24.6,30.305,64,7.0015,"03",2011,6,26,5,20,14.8867,"0",3,"0","night"
"2011","06","26","3","0","0","1",24.6,30.305,64,6.0032,"04",2011,6,26,5,20,14.8867,"0",4,"0","night"
"2011","06","26","3","0","0","1",24.6,30.305,64,0,"05",2011,6,26,5,20,14.8867,"1",5,"0","morning"
"2011","06","26","3","0","0","1",24.6,30.305,64,0,"06",2011,6,26,5,20,14.8867,"1",6,"0","morning"
"2011","06","26","3","0","0","1",25.42,30.305,61,0,"07",2011,6,26,5,20,14.8867,"1",7,"0","morning"
"2011","06","26","3","0","0","1",26.24,31.06,61,12.998,"08",2011,6,26,5,20,14.8867,"1",8,"0","morning"
"2011","06","26","3","0","0","1",27.06,31.06,54,6.0032,"09",2011,6,26,5,20,14.8867,"1",9,"0","morning"
"2011","06","26","3","0","0","1",29.52,33.335,48,7.0015,"10",2011,6,26,5,20,14.8867,"1",10,"0","morning"
"2011","06","26","3","0","0","1",29.52,32.575,45,8.9981,"11",2011,6,26,5,20,14.8867,"1",11,"0","morning"
"2011","06","26","3","0","0","1",30.34,32.575,40,11.0014,"12",2011,6,26,5,20,14.8867,"1",12,"0","midday"
"2011","06","26","3","0","0","1",30.34,32.575,40,0,"13",2011,6,26,5,20,14.8867,"1",13,"0","midday"
"2011","06","26","3","0","0","1",30.34,32.575,40,8.9981,"14",2011,6,26,5,20,14.8867,"1",14,"0","midday"
"2011","06","26","3","0","0","1",30.34,32.575,40,0,"15",2011,6,26,5,20,14.8867,"1",15,"0","midday"
"2011","06","26","3","0","0","1",30.34,33.335,42,12.998,"16",2011,6,26,5,20,14.8867,"1",16,"0","afternoon"
"2011","06","26","3","0","0","2",29.52,32.575,42,11.0014,"17",2011,6,26,5,20,14.8867,"1",17,"0","afternoon"
"2011","06","26","3","0","0","2",29.52,32.575,45,16.9979,"18",2011,6,26,5,20,14.8867,"1",18,"0","afternoon"
"2011","06","26","3","0","0","2",29.52,33.335,48,8.9981,"19",2011,6,26,5,20,14.8867,"1",19,"0","afternoon"
"2011","06","26","3","0","0","2",28.7,32.575,48,7.0015,"20",2011,6,26,5,20,14.8867,"1",20,"0","night"
"2011","06","26","3","0","0","2",28.7,32.575,54,7.0015,"21",2011,6,26,5,20,14.8867,"0",21,"0","night"
"2011","06","26","3","0","0","1",28.7,32.575,51,0,"22",2011,6,26,5,20,14.8867,"0",22,"0","night"
"2011","06","26","3","0","0","1",28.7,32.575,54,6.0032,"23",2011,6,26,5,20,14.8867,"0",23,"0","night"
"2011","06","27","3","0","1","3",26.24,30.305,73,19.0012,"00",2011,6,27,5,20,14.8814,"0",0,"0","night"
"2011","06","27","3","0","1","2",25.42,29.545,78,8.9981,"01",2011,6,27,5,20,14.8814,"0",1,"0","night"
"2011","06","27","3","0","1","3",25.42,29.545,78,8.9981,"02",2011,6,27,5,20,14.8814,"0",2,"0","night"
"2011","06","27","3","0","1","3",25.42,29.545,78,8.9981,"03",2011,6,27,5,20,14.8814,"0",3,"0","night"
"2011","06","27","3","0","1","2",24.6,28.03,83,11.0014,"04",2011,6,27,5,20,14.8814,"0",4,"0","night"
"2011","06","27","3","0","1","2",25.42,28.79,83,11.0014,"05",2011,6,27,5,20,14.8814,"1",5,"0","morning"
"2011","06","27","3","0","1","2",25.42,29.545,78,11.0014,"06",2011,6,27,5,20,14.8814,"1",6,"0","morning"
"2011","06","27","3","0","1","2",26.24,30.305,73,15.0013,"07",2011,6,27,5,20,14.8814,"1",7,"0","morning"
"2011","06","27","3","0","1","1",27.06,31.06,74,12.998,"08",2011,6,27,5,20,14.8814,"1",8,"0","morning"
"2011","06","27","3","0","1","2",29.52,33.335,54,0,"09",2011,6,27,5,20,14.8814,"1",9,"1","morning"
"2011","06","27","3","0","1","2",29.52,33.335,54,8.9981,"10",2011,6,27,5,20,14.8814,"1",10,"1","morning"
"2011","06","27","3","0","1","2",28.7,32.575,58,0,"11",2011,6,27,5,20,14.8814,"1",11,"1","morning"
"2011","06","27","3","0","1","2",29.52,33.335,54,0,"12",2011,6,27,5,20,14.8814,"1",12,"1","midday"
"2011","06","27","3","0","1","2",29.52,33.335,58,15.0013,"13",2011,6,27,5,20,14.8814,"1",13,"1","midday"
"2011","06","27","3","0","1","2",29.52,33.335,58,6.0032,"14",2011,6,27,5,20,14.8814,"1",14,"1","midday"
"2011","06","27","3","0","1","2",30.34,34.09,55,0,"15",2011,6,27,5,20,14.8814,"1",15,"1","midday"
"2011","06","27","3","0","1","1",30.34,34.09,55,7.0015,"16",2011,6,27,5,20,14.8814,"1",16,"1","afternoon"
"2011","06","27","3","0","1","1",30.34,34.09,55,8.9981,"17",2011,6,27,5,20,14.8814,"1",17,"0","afternoon"
"2011","06","27","3","0","1","1",30.34,33.335,51,0,"18",2011,6,27,5,20,14.8814,"1",18,"0","afternoon"
"2011","06","27","3","0","1","1",29.52,34.09,62,12.998,"19",2011,6,27,5,20,14.8814,"1",19,"0","afternoon"
"2011","06","27","3","0","1","1",28.7,32.575,65,7.0015,"20",2011,6,27,5,20,14.8814,"1",20,"0","night"
"2011","06","27","3","0","1","1",28.7,32.575,65,0,"21",2011,6,27,5,20,14.8814,"0",21,"0","night"
"2011","06","27","3","0","1","1",27.88,31.82,69,0,"22",2011,6,27,5,20,14.8814,"0",22,"0","night"
"2011","06","27","3","0","1","1",27.88,31.82,69,0,"23",2011,6,27,5,20,14.8814,"0",23,"0","night"
"2011","06","28","3","0","1","2",27.06,30.305,78,8.9981,"00",2011,6,28,5,20,14.8753,"0",0,"0","night"
"2011","06","28","3","0","1","1",27.06,31.06,74,0,"01",2011,6,28,5,20,14.8753,"0",1,"0","night"
"2011","06","28","3","0","1","2",27.06,31.06,74,0,"02",2011,6,28,5,20,14.8753,"0",2,"0","night"
"2011","06","28","3","0","1","2",27.06,31.06,74,0,"03",2011,6,28,5,20,14.8753,"0",3,"0","night"
"2011","06","28","3","0","1","1",27.06,31.06,74,0,"04",2011,6,28,5,20,14.8753,"0",4,"0","night"
"2011","06","28","3","0","1","1",27.06,30.305,78,0,"05",2011,6,28,5,20,14.8753,"1",5,"0","morning"
"2011","06","28","3","0","1","1",27.06,30.305,83,11.0014,"06",2011,6,28,5,20,14.8753,"1",6,"0","morning"
"2011","06","28","3","0","1","1",27.88,31.82,83,12.998,"07",2011,6,28,5,20,14.8753,"1",7,"0","morning"
"2011","06","28","3","0","1","1",28.7,33.335,79,11.0014,"08",2011,6,28,5,20,14.8753,"1",8,"0","morning"
"2011","06","28","3","0","1","1",30.34,34.85,70,0,"09",2011,6,28,5,20,14.8753,"1",9,"1","morning"
"2011","06","28","3","0","1","1",32.8,37.12,49,11.0014,"10",2011,6,28,5,20,14.8753,"1",10,"1","morning"
"2011","06","28","3","0","1","1",33.62,37.88,46,0,"11",2011,6,28,5,20,14.8753,"1",11,"1","morning"
"2011","06","28","3","0","1","1",34.44,38.635,47,15.0013,"12",2011,6,28,5,20,14.8753,"1",12,"1","midday"
"2011","06","28","3","0","1","1",34.44,37.88,44,0,"13",2011,6,28,5,20,14.8753,"1",13,"1","midday"
"2011","06","28","3","0","1","1",35.26,39.395,44,15.0013,"14",2011,6,28,5,20,14.8753,"1",14,"1","midday"
"2011","06","28","3","0","1","1",35.26,39.395,41,0,"15",2011,6,28,5,20,14.8753,"1",15,"1","midday"
"2011","06","28","3","0","1","1",35.26,40.15,47,19.0012,"16",2011,6,28,5,20,14.8753,"1",16,"1","afternoon"
"2011","06","28","3","0","1","3",33.62,39.395,56,19.0012,"17",2011,6,28,5,20,14.8753,"1",17,"0","afternoon"
"2011","06","28","3","0","1","3",32.8,37.88,55,19.9995,"18",2011,6,28,5,20,14.8753,"1",18,"0","afternoon"
"2011","06","28","3","0","1","2",30.34,34.09,58,31.0009,"19",2011,6,28,5,20,14.8753,"1",19,"0","afternoon"
"2011","06","28","3","0","1","1",30.34,34.09,62,0,"20",2011,6,28,5,20,14.8753,"1",20,"0","night"
"2011","06","28","3","0","1","1",30.34,34.85,66,19.0012,"21",2011,6,28,5,20,14.8753,"0",21,"0","night"
"2011","06","28","3","0","1","1",28.7,32.575,70,19.9995,"22",2011,6,28,5,20,14.8753,"0",22,"0","night"
"2011","06","28","3","0","1","1",28.7,32.575,70,19.0012,"23",2011,6,28,5,20,14.8753,"0",23,"0","night"
"2011","06","29","3","0","1","2",27.88,31.82,79,19.0012,"00",2011,6,29,5,20,14.8681,"0",0,"0","night"
"2011","06","29","3","0","1","1",27.88,31.82,79,19.9995,"01",2011,6,29,5,20,14.8681,"0",1,"0","night"
"2011","06","29","3","0","1","1",27.06,30.305,83,15.0013,"02",2011,6,29,5,20,14.8681,"0",2,"0","night"
"2011","06","29","3","0","1","2",27.06,30.305,83,7.0015,"03",2011,6,29,5,20,14.8681,"0",3,"0","night"
"2011","06","29","3","0","1","1",27.06,30.305,83,7.0015,"04",2011,6,29,5,20,14.8681,"0",4,"0","night"
"2011","06","29","3","0","1","1",26.24,28.79,83,12.998,"05",2011,6,29,5,20,14.8681,"1",5,"0","morning"
"2011","06","29","3","0","1","1",27.06,31.06,69,19.9995,"06",2011,6,29,5,20,14.8681,"1",6,"0","morning"
"2011","06","29","3","0","1","1",28.7,32.575,54,15.0013,"07",2011,6,29,5,20,14.8681,"1",7,"0","morning"
"2011","06","29","3","0","1","1",28.7,32.575,48,19.0012,"08",2011,6,29,5,20,14.8681,"1",8,"0","morning"
"2011","06","29","3","0","1","1",29.52,32.575,45,26.0027,"09",2011,6,29,5,20,14.8681,"1",9,"1","morning"
"2011","06","29","3","0","1","1",30.34,33.335,42,19.0012,"10",2011,6,29,5,20,14.8681,"1",10,"1","morning"
"2011","06","29","3","0","1","1",31.16,33.335,35,15.0013,"11",2011,6,29,5,20,14.8681,"1",11,"1","morning"
"2011","06","29","3","0","1","1",31.16,33.335,35,16.9979,"12",2011,6,29,5,20,14.8681,"1",12,"1","midday"
"2011","06","29","3","0","1","1",32.8,34.85,31,22.0028,"13",2011,6,29,5,20,14.8681,"1",13,"1","midday"
"2011","06","29","3","0","1","1",32.8,34.85,31,12.998,"14",2011,6,29,5,20,14.8681,"1",14,"1","midday"
"2011","06","29","3","0","1","1",33.62,35.605,30,11.0014,"15",2011,6,29,5,20,14.8681,"1",15,"1","midday"
"2011","06","29","3","0","1","1",33.62,35.605,30,27.9993,"16",2011,6,29,5,20,14.8681,"1",16,"1","afternoon"
"2011","06","29","3","0","1","1",33.62,35.605,26,27.9993,"17",2011,6,29,5,20,14.8681,"1",17,"0","afternoon"
"2011","06","29","3","0","1","1",32.8,34.85,29,19.9995,"18",2011,6,29,5,20,14.8681,"1",18,"0","afternoon"
"2011","06","29","3","0","1","1",31.16,33.335,35,26.0027,"19",2011,6,29,5,20,14.8681,"1",19,"0","afternoon"
"2011","06","29","3","0","1","1",30.34,32.575,37,19.9995,"20",2011,6,29,5,20,14.8681,"1",20,"0","night"
"2011","06","29","3","0","1","1",29.52,32.575,39,15.0013,"21",2011,6,29,5,20,14.8681,"0",21,"0","night"
"2011","06","29","3","0","1","1",28.7,31.82,42,12.998,"22",2011,6,29,5,20,14.8681,"0",22,"0","night"
"2011","06","29","3","0","1","1",27.88,31.82,47,12.998,"23",2011,6,29,5,20,14.8681,"0",23,"0","night"
